title,vote_count,vote_average
Stella Street,2.0,3.5
Lightning in a Bottle,1.0,9.0
Undertow,34.0,5.9
Enduring Love,30.0,5.8
Saw,2255.0,7.2
Ray,481.0,7.2
Birth,182.0,5.9
Voices of Iraq,1.0,9.0
The Incredibles,5290.0,7.4
Fade to Black,6.0,7.1
It's All About Love,25.0,5.9
Callas Forever,5.0,6.0
The Polar Express,1524.0,6.4
Kinsey,131.0,6.6
Seed of Chucky,302.0,4.9
After the Sunset,227.0,6.0
Bridget Jones: The Edge of Reason,775.0,6.1
Finding Neverland,1269.0,7.2
Veer-Zaara,67.0,7.5
National Treasure,1974.0,6.4
Bad Education,223.0,7.1
The SpongeBob SquarePants Movie,593.0,6.7
Fabled,0.0,0.0
San Antonio,3.0,4.3
Alexander,957.0,5.6
Christmas with the Kranks,198.0,5.2
Guerrilla: The Taking of Patty Hearst,3.0,7.0
Our Music,12.0,6.2
Closer,845.0,6.7
I Am David,28.0,6.9
House of Flying Daggers,452.0,7.1
Ocean's Twelve,2169.0,6.4
Blade: Trinity,1276.0,5.7
The Bellboy,22.0,6.1
Bush's Brain,3.0,7.0
Cinderfella,25.0,6.7
Damn Yankees!,9.0,7.2
The Delicate Delinquent,11.0,6.4
The Disorderly Orderly,16.0,5.8
The Errand Boy,13.0,5.5
The Family Jewels,14.0,6.2
The Ladies Man,20.0,7.0
The Patsy,13.0,5.7
Stateside,12.0,5.6
The Stooge,9.0,6.7
That's Entertainment!,15.0,7.9
"That's Entertainment, Part II",9.0,6.6
That's Entertainment! III,10.0,7.5
The Wackiest Ship in the Army,8.0,5.1
Alexander the Great,18.0,6.0
Conquest of Space,8.0,5.0
D.A.R.Y.L.,81.0,6.2
Fire in the Sky,128.0,6.5
The Garden of Allah,4.0,6.1
I'll Be Seeing You,4.0,4.9
The Invisible Man Returns,17.0,6.3
The Last Minute,5.0,5.2
Love Me If You Dare,531.0,7.4
Portrait of Jennie,18.0,6.9
Ruby Gentry,4.0,6.8
Secret Honor,9.0,6.8
Since You Went Away,7.0,4.1
A Slipping Down Life,2.0,2.5
Splatter University,10.0,5.1
Twist,4.0,4.5
Control Room,19.0,7.7
Celsius 41.11: The Temperature at Which the Brain... Begins to Die,1.0,9.0
The Cheat,11.0,4.8
Dr. Jekyll and Mr. Hyde,26.0,6.8
The Golem: How He Came Into the World,29.0,7.0
The Last of the Mohicans,7.0,6.1
The Idle Class,10.0,6.1
The Phantom Carriage,70.0,7.7
Destiny,25.0,7.4
The Sheik,10.0,6.3
Häxan,66.0,7.5
The Man from Beyond,0.0,0.0
The Hunchback of Notre Dame,24.0,6.4
Why Worry?,3.0,6.0
He Who Gets Slapped,15.0,7.2
The Marriage Circle,4.0,5.6
"Sherlock, Jr.",134.0,8.1
The Big Parade,22.0,7.0
The Freshman,18.0,7.7
Greed,25.0,7.5
The Phantom of the Opera,78.0,7.0
The Jazz Singer,30.0,6.4
October (Ten Days that Shook the World),27.0,6.5
Old San Francisco,0.0,0.0
The Unknown,24.0,7.6
Pandora's Box,46.0,7.6
The Cameraman,54.0,8.1
The Fall of the House of Usher,23.0,7.5
The Crowd,25.0,7.4
The Man Who Laughs,32.0,7.4
Sadie Thompson,7.0,6.4
"Steamboat Bill, Jr.",66.0,7.9
Applause,7.0,6.6
Un chien andalou,256.0,7.5
Little Caesar,63.0,6.9
L'Âge d'Or,53.0,6.7
The Champ,13.0,6.8
Monkey Business,34.0,7.1
Night Nurse,17.0,6.2
Boudu Saved from Drowning,24.0,6.9
Doctor X,20.0,5.8
Land Without Bread,21.0,6.5
The Old Dark House,46.0,6.7
Rasputin and the Empress,3.0,4.0
Scarface,88.0,7.5
Shanghai Express,37.0,6.5
"I Was Born, But...",21.0,7.0
Vampyr,96.0,7.2
What Price Hollywood?,9.0,5.7
Dinner at Eight,19.0,6.5
The Ghoul,13.0,5.0
Gold Diggers of 1933,29.0,7.2
Island of Lost Souls,56.0,7.0
Lady for a Day,17.0,6.2
She Done Him Wrong,28.0,5.2
The Son of Kong,31.0,5.2
The Vampire Bat,12.0,5.0
Wild Boys of the Road,12.0,6.2
L'Atalante,75.0,7.3
The Barretts of Wimpole Street,3.0,4.7
The Black Cat,54.0,6.5
Imitation of Life,17.0,6.1
The Lawless Frontier,8.0,4.0
The Lost Patrol,18.0,5.9
The Merry Widow,10.0,6.2
The Scarlet Pimpernel,14.0,7.1
Toni,12.0,7.1
Bonnie Scotland,14.0,7.1
The Informer,23.0,6.5
Mark of the Vampire,27.0,6.1
The Raven,29.0,6.8
Werewolf of London,32.0,6.4
The Crime of Monsieur Lange,7.0,6.2
Fury,38.0,7.5
Libeled Lady,21.0,6.6
Mr. Deeds Goes to Town,69.0,7.3
The Petrified Forest,53.0,7.1
Revolt of the Zombies,3.0,3.0
Show Boat,4.0,7.5
These Three,12.0,7.2
Wife vs. Secretary,12.0,6.5
Camille,28.0,6.8
Captains Courageous,35.0,6.7
Dead End,19.0,7.1
Double Wedding,2.0,7.5
Nothing Sacred,13.0,6.6
The Prisoner of Zenda,11.0,8.4
Stage Door,15.0,6.2
Topper,21.0,6.2
The Big Broadcast of 1938,1.0,7.0
The Dawn Patrol,10.0,6.3
Holiday,59.0,7.0
The Shopworn Angel,6.0,6.5
Gaslight,20.0,7.1
Intermezzo: A Love Story,6.0,8.3
The Roaring Twenties,55.0,7.5
Wuthering Heights,56.0,7.4
The Story of the Last Chrysanthemum,19.0,7.7
Abe Lincoln in Illinois,4.0,6.0
Boom Town,8.0,6.5
Brother Orchid,7.0,6.7
"Edison, the Man",5.0,6.0
The Letter,42.0,7.4
The Sea Hawk,29.0,7.2
Ball of Fire,38.0,7.4
The 47 Ronin,8.0,6.9
Here Comes Mr. Jordan,21.0,6.0
In the Navy,8.0,6.2
It Started with Eve,6.0,7.7
Never Give a Sucker an Even Break,3.0,7.2
That Uncertain Feeling,9.0,7.0
Across the Pacific,17.0,6.5
All Through the Night,8.0,6.2
Gentleman Jim,12.0,7.1
The Hard Way,4.0,7.3
My Favorite Blonde,3.0,4.3
Why We Fight: Prelude to War,5.0,5.6
Random Harvest,24.0,6.7
Tales of Manhattan,8.0,6.9
Action in the North Atlantic,12.0,7.0
A Guy Named Joe,8.0,6.0
Heaven Can Wait,40.0,6.9
The Heavenly Body,2.0,5.5
The Memphis Belle: A Story of a Flying Fortress,1.0,5.0
Mr. Lucky,14.0,6.4
Thousands Cheer,2.0,7.0
Day of Wrath,41.0,8.3
Cover Girl,17.0,6.4
The Curse of the Cat People,21.0,5.8
Henry V,25.0,7.0
Torment,18.0,6.9
The Mask of Dimitrios,11.0,6.1
Ministry of Fear,40.0,6.5
The Miracle of Morgan’s Creek,22.0,6.7
Mr. Skeffington,15.0,6.8
Mrs. Parkington,4.0,6.6
Passage to Marseille,12.0,6.4
The White Cliffs of Dover,3.0,4.7
The Woman in the Window,43.0,7.5
The Enchanted Cottage,5.0,5.4
Isle of the Dead,20.0,5.6
"Ivan the Terrible, Part I",30.0,7.0
The Southerner,10.0,5.7
They Were Expendable,31.0,6.0
A Tree Grows in Brooklyn,20.0,7.3
The Beast with Five Fingers,14.0,6.8
The Blue Dahlia,37.0,6.6
The Dark Mirror,18.0,6.3
Deception,14.0,5.9
Great Expectations,71.0,7.2
Humoresque,17.0,7.1
Shoeshine,41.0,7.6
The Stranger,71.0,7.0
Mourning Becomes Electra,3.0,6.7
Nightmare Alley,27.0,7.4
Odd Man Out,45.0,7.3
Road to Rio,12.0,6.5
The Two Mrs. Carrolls,17.0,6.0
3 Godfathers,39.0,6.1
B.F.'s Daughter,1.0,6.0
The Babe Ruth Story,1.0,5.0
Easter Parade,31.0,6.7
Fort Apache,68.0,6.8
The Lady from Shanghai,108.0,7.2
Letter from an Unknown Woman,58.0,8.1
Louisiana Story,10.0,6.5
The Naked City,67.0,7.2
The Pirate,17.0,6.6
They Live by Night,25.0,6.5
The Three Musketeers,21.0,6.2
Unfaithfully Yours,22.0,7.8
Yellow Sky,22.0,6.7
The Barkleys of Broadway,11.0,7.4
In the Good Old Summertime,10.0,6.7
A Letter to Three Wives,26.0,6.8
Orpheus,46.0,8.0
The Secret Garden,3.0,6.7
The Story of Seabiscuit,3.0,4.5
Annie Get Your Gun,22.0,7.3
Les Enfants Terribles,19.0,6.7
The Gunfighter,30.0,6.7
King Solomon's Mines,23.0,6.3
Los Olvidados,70.0,7.9
Scandal,19.0,6.6
Summer Stock,14.0,6.5
Europe '51,17.0,7.1
Carbine Williams,8.0,6.6
Carrie,8.0,5.3
Clash by Night,18.0,6.8
The Prisoner of Zenda,10.0,6.9
The Life of Oharu,38.0,8.4
Son of Paleface,13.0,6.2
Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,23.0,6.7
Gun Fury,11.0,5.5
Gate of Hell,17.0,6.6
Man on a Tightrope,6.0,5.3
The Titfield Thunderbolt,18.0,7.3
The Belles of St. Trinian's,17.0,6.4
The Crucified Lovers,22.0,7.6
French Cancan,12.0,6.4
It Should Happen to You,7.0,7.7
"The Long, Long Trailer",9.0,7.3
Magnificent Obsession,27.0,6.9
Salt of the Earth,17.0,7.3
Samurai I: Musashi Miyamoto,36.0,7.4
A Star Is Born,56.0,7.1
Three Coins in the Fountain,13.0,6.2
The Wild One,59.0,6.9
The Cobweb,6.0,4.3
It's Always Fair Weather,6.0,8.7
Mr. Arkadin,28.0,6.8
Night and Fog,97.0,8.3
Samurai II: Duel at Ichijoji Temple,23.0,7.3
The Seven Little Foys,3.0,6.3
The Unknown Soldier,19.0,7.8
Anything Goes,4.0,7.5
The Burmese Harp,29.0,7.7
Carousel,23.0,5.5
Samurai III: Duel at Ganryu Island,24.0,7.4
Rodan,22.0,5.7
Barnacle Bill,4.0,5.3
Chase a Crooked Shadow,7.0,7.1
Fiend Without a Face,19.0,5.9
Jailhouse Rock,30.0,5.8
Man of a Thousand Faces,6.0,6.2
The Spirit of St. Louis,36.0,6.4
The Undead,7.0,4.4
Zero Hour!,12.0,6.7
Carve Her Name with Pride,9.0,5.4
Corridors of Blood,9.0,6.3
Giants and Toys,6.0,5.8
The Last Hurrah,9.0,7.5
Machine-Gun Kelly,8.0,6.6
Teacher's Pet,26.0,6.5
Torpedo Run,4.0,5.8
The Vikings,53.0,6.7
Al Capone,7.0,6.9
Picnic on the Grass,6.0,6.1
Invisible Invaders,14.0,4.9
The Human Condition II: Road to Eternity,31.0,8.5
Fires on the Plain,17.0,7.8
North West Frontier,12.0,7.1
The Nun's Story,46.0,7.4
Pickpocket,89.0,7.3
Floating Weeds,33.0,7.7
The Young Philadelphians,8.0,7.1
The Leech Woman,8.0,4.8
When a Woman Ascends the Stairs,20.0,8.1
The Sundowners,12.0,6.8
Sunrise at Campobello,2.0,6.3
The Bad Sleep Well,57.0,7.7
Bachelor in Paradise,3.0,7.2
The Deadly Companions,14.0,4.8
The Four Horsemen of the Apocalypse,4.0,5.8
The Intruder,15.0,6.4
Murder She Said,31.0,7.0
The Human Condition III: A Soldier's Prayer,28.0,8.4
Paris Blues,10.0,5.1
Taste of Fear,15.0,6.7
Advise & Consent,27.0,7.5
David and Lisa,12.0,6.7
Eegah,18.0,2.8
Harakiri,136.0,8.2
The Loneliness of the Long Distance Runner,39.0,7.5
The Music Man,47.0,6.7
Mutiny on the Bounty,68.0,6.5
An Occurrence at Owl Creek Bridge,19.0,8.5
The Four Days of Naples,4.0,7.5
Il Sorpasso,92.0,8.1
The Wonderful World of the Brothers Grimm,5.0,5.8
L'eclisse,68.0,7.7
Les Carabiniers,7.0,6.2
The Cardinal,9.0,6.6
The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?,15.0,2.7
The Kiss of the Vampire,20.0,6.7
Love with the Proper Stranger,17.0,6.2
McLintock!,54.0,6.2
Murder at the Gallop,23.0,6.3
A New Kind of Love,2.0,6.5
The Prize,17.0,6.4
Sunday in New York,10.0,5.3
Crooks in Clover,96.0,7.8
36 Hours,19.0,6.9
Becket,45.0,7.2
Behold a Pale Horse,4.0,5.0
The Best Man,7.0,6.6
"Hush... Hush, Sweet Charlotte",54.0,7.0
The Killers,40.0,6.5
The Naked Kiss,41.0,6.7
Onibaba,73.0,7.6
Robin and the 7 Hoods,23.0,6.2
Robinson Crusoe on Mars,44.0,6.5
Spider Baby,41.0,7.1
The Visit,8.0,6.6
What a Way to Go!,16.0,7.2
Docking the Boat,8.0,6.0
The Battle of Algiers,167.0,7.8
A Charlie Brown Christmas,156.0,7.5
Dracula: Prince of Darkness,54.0,6.1
The Hallelujah Trail,24.0,6.1
The Heroes of Telemark,29.0,5.9
The Hill,50.0,7.6
In Harm's Way,25.0,6.5
Incubus,6.0,4.3
The Loved One,13.0,6.7
Major Dundee,41.0,6.2
Operation Crossbow,20.0,5.9
Ride in the Whirlwind,20.0,6.0
A Thousand Clowns,9.0,6.8
The Train,74.0,7.2
Andrei Rublev,139.0,8.0
Au Hasard Balthazar,74.0,7.8
Batman,209.0,6.1
Grand Prix,39.0,6.3
Khartoum,18.0,5.8
Dragon Inn,10.0,7.0
Manos: The Hands of Fate,56.0,2.0
Closely Watched Trains,52.0,7.3
Tokyo Drifter,46.0,7.4
Asterix the Gaul,136.0,6.4
"Gappa, the Triphibian Monster",6.0,3.9
Dont Look Back,35.0,7.5
Fando and Lis,22.0,6.8
The Incident,8.0,5.9
Branded to Kill,57.0,7.4
The Bride Wore Black,41.0,7.3
PlayTime,99.0,8.0
Point Blank,97.0,7.1
The Shooting,29.0,6.1
The St. Valentine's Day Massacre,19.0,5.8
Titicut Follies,23.0,7.3
Tony Rome,13.0,6.2
Two for the Road,51.0,7.2
Up the Down Staircase,5.0,6.2
The War Wagon,36.0,6.6
Asterix and Cleopatra,191.0,6.9
The Diamond Arm,44.0,7.9
Dracula Has Risen from the Grave,39.0,6.8
Head,22.0,6.4
The Heart Is a Lonely Hunter,14.0,7.2
"I Love You, Alice B. Toklas!",13.0,5.8
Petulia,6.0,6.0
The Subject Was Roses,3.0,7.0
Sympathy for the Devil,12.0,6.5
War and Peace,16.0,7.5
"Yours, Mine and Ours",28.0,6.2
Alice's Restaurant,22.0,5.5
Camille 2000,5.0,6.4
Colossus: The Forbin Project,50.0,7.1
Death Rides a Horse,31.0,6.9
"Goodbye, Mr. Chips",10.0,7.1
Journey to the Far Side of the Sun,36.0,6.3
Last Summer,8.0,5.0
My Night at Maud's,45.0,7.6
The Magic Christian,13.0,6.0
Marlowe,26.0,6.2
More,11.0,6.5
The Reivers,17.0,5.9
Taste the Blood of Dracula,42.0,5.9
The Joke,9.0,6.4
...tick... tick... tick...,7.0,6.2
Brewster McCloud,15.0,6.7
Violent City,7.0,6.9
Dirty Dingus Magee,4.0,5.8
Dodes'ka-den,22.0,6.7
Gamera vs. Jiger,6.0,5.5
Claire's Knee,35.0,7.4
"Hi, Mom!",20.0,5.8
House of Dark Shadows,13.0,6.7
A Swedish Love Story,32.0,7.5
The Landlord,9.0,5.5
On a Clear Day You Can See Forever,12.0,6.0
Performance,46.0,6.9
A Trip Down the River,11.0,7.8
Long Live Death,8.0,6.1
The White Sun of the Desert,25.0,7.5
Zabriskie Point,78.0,7.1
The Beguiled,86.0,7.0
The Devils,90.0,7.4
Duel,374.0,7.2
Evil Roy Slade,9.0,5.9
The Go-Between,24.0,6.2
Johnny Got His Gun,65.0,7.2
Lawman,24.0,6.5
Let's Scare Jessica to Death,51.0,6.6
They Call Me Trinity,269.0,7.5
Mon oncle Antoine,6.0,8.2
A New Leaf,29.0,7.1
Nicholas and Alexandra,23.0,7.0
Von Richthofen and Brown,4.0,6.5
Scars of Dracula,31.0,5.9
Support Your Local Gunfighter,21.0,6.6
Sweet Sweetback's Baadasssss Song,19.0,4.7
El Topo,109.0,7.4
The Emigrants,25.0,6.8
Blood of Ghastly Horror,4.0,1.5
Brother John,5.0,6.2
Dr. Phibes Rises Again,37.0,6.2
Dracula A.D. 1972,30.0,6.0
Get to Know Your Rabbit,3.0,7.0
The Tall Blond Man with One Black Shoe,58.0,6.9
Lone Wolf and Cub: Sword of Vengeance,36.0,7.1
Lone Wolf and Cub: Baby Cart at the River Styx,38.0,7.3
Lady Sings the Blues,16.0,7.2
Payday,4.0,5.6
Slither,3.0,4.2
Trafic,29.0,7.4
The Mad Adventures of Rabbi Jacob,183.0,7.1
Charley Varrick,57.0,7.0
Dark Star,120.0,6.0
A Delicate Balance,1.0,6.0
Bram Stoker's Dracula,13.0,6.4
Emperor of the North,30.0,6.8
Executive Action,11.0,6.2
The Glass Menagerie,5.0,6.6
My Name Is Nobody,227.0,7.1
Invasion of the Bee Girls,15.0,4.0
Lemora: A Child's Tale of the Supernatural,15.0,6.4
Phase IV,48.0,5.9
Save the Tiger,18.0,7.1
Scarecrow,59.0,6.8
Sisters,77.0,6.8
The Spook Who Sat by the Door,4.0,7.0
Theatre of Blood,43.0,6.7
Five Fingers of Death,24.0,6.7
Turkish Delight,34.0,7.0
Walking Tall,32.0,6.5
Butley,3.0,7.3
California Split,26.0,6.5
The Cars That Ate Paris,19.0,5.1
Conrack,12.0,7.1
The Living Dead at Manchester Morgue,41.0,6.3
Emmanuelle,74.0,4.9
The Phantom of Liberty,46.0,7.4
Flesh for Frankenstein,28.0,5.4
General Idi Amin Dada,6.0,6.8
Gone in 60 Seconds,40.0,6.5
The Groove Tube,3.0,5.3
Harry and Tonto,26.0,7.1
Hearts and Minds,25.0,7.8
The Holy Mountain,143.0,7.7
The Little Prince,26.0,6.0
The Terminal Man,8.0,6.1
Thieves Like Us,13.0,6.2
The Adventure of Sherlock Holmes' Smarter Brother,47.0,6.1
The Adventures of the Wilderness Family,9.0,5.0
"Cousin, Cousine",4.0,7.3
Dolemite,17.0,5.5
The Twelve Tasks of Asterix,241.0,7.3
Emmanuelle II,15.0,4.9
"Farewell, My Lovely",26.0,6.8
The Fortune,10.0,5.3
French Connection II,95.0,6.6
The Great Waldo Pepper,17.0,6.0
The Story of Adele H,35.0,6.9
"The Irony of Fate, or Enjoy Your Bath!",36.0,7.2
Night Moves,45.0,6.6
The Passenger,90.0,7.5
Hand of Death,11.0,6.1
Sister Street Fighter,5.0,7.0
Supervixens,35.0,6.4
Trilogy of Terror,32.0,6.6
1900,84.0,7.5
Small Change,23.0,7.7
Twenty Days Without War,6.0,6.7
From Noon Till Three,15.0,5.5
Futureworld,66.0,5.7
Harlan County U.S.A.,19.0,7.7
Hollywood Boulevard,6.0,6.3
The Marquise of O,11.0,6.1
Mistress,10.0,6.0
The Message,81.0,7.4
The Missouri Breaks,41.0,6.2
A Slave of Love,8.0,5.3
Silver Streak,101.0,6.8
Up!,27.0,5.6
Who Can Kill a Child?,43.0,6.8
ABBA - The Movie,16.0,6.6
Demon Seed,57.0,5.9
High Anxiety,86.0,6.5
The Man Who Loved Women,34.0,7.1
The Hound of the Baskervilles,6.0,5.3
Place without Limits,6.0,7.3
"New York, New York",70.0,6.1
Providence,13.0,7.1
Sorcerer,104.0,7.5
The Turning Point,16.0,6.0
The Rutles: All You Need Is Cash,28.0,6.5
Brass Target,5.0,6.6
Capricorn One,134.0,6.4
The Five Venoms,27.0,6.2
Gates of Heaven,28.0,6.6
Last Hurrah for Chivalry,6.0,7.5
Harper Valley P.T.A.,8.0,7.0
The Hobbit,76.0,6.0
In Praise Of Older Women,3.0,7.3
Parts: The Clonus Horror,10.0,4.1
The Grapes of Death,18.0,6.2
The Adventures of Picasso,12.0,7.6
Snake in the Eagle's Shadow,68.0,7.2
A Wedding,10.0,6.5
Best Boy,1.0,5.0
French Fried Vacation 2,257.0,7.4
Buffet Froid,28.0,6.6
Hair,146.0,7.3
I as in Icarus,20.0,7.3
The In-Laws,26.0,6.7
Love at First Bite,30.0,5.8
La Luna,17.0,6.9
Opening Night,28.0,7.5
Quintet,18.0,5.6
Rockers,12.0,6.4
Starting Over,5.0,6.9
Children's Island,4.0,6.3
Defiance,3.0,6.2
The Hitch Hikers Guide to the Galaxy,41.0,7.2
Genocide,0.0,0.0
Peter-No-Tail,7.0,5.7
Treasure of the Yankee Zephyr,8.0,5.4
Smiley's People,12.0,8.0
The Scarlet Pimpernel,12.0,6.6
Bad Boys,68.0,6.7
Barefoot Gen,29.0,7.6
Blue Thunder,117.0,5.9
D.C. Cab,18.0,5.4
The Day After,97.0,6.7
Deal of the Century,13.0,4.8
Doctor Detroit,20.0,4.7
Eddie Murphy: Delirious,104.0,7.7
El Norte,14.0,6.6
Lianna,10.0,5.9
"Merry Christmas, Mr. Lawrence",88.0,7.4
The Pirates of Penzance,4.0,5.5
The Raiders of Atlantis,8.0,6.4
First Name: Carmen,16.0,7.1
Rock & Rule,27.0,6.3
Sugar Cane Alley,6.0,6.3
Rumble Fish,141.0,6.8
The Makioka Sisters,14.0,6.9
Star 80,19.0,6.1
The Star Chamber,39.0,5.6
Strange Invaders,18.0,5.2
Stroker Ace,14.0,4.9
To Be or Not to Be,49.0,7.0
Twilight Zone: The Movie,164.0,6.2
The Fourth Man,32.0,6.8
Suburbia,18.0,6.6
Yellowbeard,44.0,5.7
One Deadly Summer,28.0,7.1
Another Country,24.0,5.9
Boy Meets Girl,14.0,6.9
Choose Me,3.0,6.0
A Christmas Carol,42.0,7.1
Cloak & Dagger,40.0,6.2
Comfort and Joy,13.0,6.5
Dangerous Moves,9.0,6.1
Electric Dreams,37.0,6.4
The Ewok Adventure,46.0,5.9
The Hit,41.0,6.5
The Ice Pirates,50.0,5.7
Irreconcilable Differences,14.0,5.0
The Last Polka,1.0,5.0
Next of Kin,6.0,5.1
Full Moon in Paris,10.0,7.5
Racing with the Moon,15.0,5.8
"Silent Night, Deadly Night",65.0,5.6
The Times of Harvey Milk,26.0,7.1
Drunken Tai Chi,4.0,6.5
What Have I Done to Deserve This?,37.0,7.4
Anne of Green Gables,71.0,8.2
Asterix vs. Caesar,122.0,6.5
Barbarian Queen,9.0,4.6
Beer,1.0,6.0
Bliss,5.0,5.2
Creator,18.0,6.2
Death of a Salesman,33.0,5.9
Demons,112.0,6.5
Ewoks: The Battle for Endor,43.0,5.4
Heaven Help Us,18.0,6.9
Mr. Vampire,18.0,5.8
Police Story,128.0,7.3
Mishima: A Life in Four Chapters,37.0,7.7
9 Deaths of the Ninja,9.0,6.1
Peter-No-Tail in Americat,4.0,6.0
The Quiet Earth,160.0,6.7
Spies Like Us,180.0,5.9
The Stuff,91.0,5.8
Target,20.0,6.3
The Unknown Soldier,13.0,6.4
Vision Quest,31.0,6.4
White Nights,30.0,6.2
’Round Midnight,20.0,6.7
Asterix in Britain,142.0,6.8
The Best of Times,20.0,6.0
Club Paradise,20.0,4.3
Dead End Drive-In,24.0,6.4
Flodder,32.0,6.6
Ginger and Fred,16.0,6.6
Nobody's Fool,2.0,6.0
The Sacrifice,87.0,7.2
The Park is Mine,16.0,5.0
Sherman's March,10.0,6.3
Solarbabies,12.0,5.1
A Better Tomorrow,102.0,7.3
Dragons Forever,41.0,7.2
G.I. Joe: The Movie,14.0,6.6
Hell Comes to Frogtown,29.0,5.7
Where Is My Friend's House?,36.0,7.8
Leif,4.0,4.9
Law of Desire,37.0,7.2
Malone,15.0,6.8
Pathfinder,24.0,7.3
Prince of Darkness,192.0,6.6
A Chinese Ghost Story,59.0,7.2
Street Smart,16.0,5.7
Weeds,3.0,4.7
The Whales of August,17.0,7.1
A Better Tomorrow II,48.0,7.0
Ashik Kerib,11.0,5.5
The Bourne Identity,28.0,6.1
Cannibal Women in the Avocado Jungle of Death,12.0,4.4
Cobra Verde,28.0,6.6
Comic Book Confidential,6.0,6.8
Dominick and Eugene,16.0,6.1
Jack's Back,13.0,5.8
Killer Klowns from Outer Space,161.0,5.8
Moonwalker,126.0,6.0
Alice,60.0,7.3
Pascali's Island,2.0,6.0
Prison,27.0,6.7
Split Decisions,6.0,5.3
Tales from the Gimli Hospital,6.0,7.4
Landscape in the Mist,27.0,7.6
Life Is a Long Quiet River,74.0,6.8
A World Apart,7.0,5.4
Common Threads: Stories from the Quilt,2.0,10.0
Kiki's Delivery Service,768.0,7.6
Monsieur Hire,29.0,7.2
Moon 44,32.0,5.0
Rikyu,4.0,7.5
Speaking Parts,6.0,5.8
Prime Suspect,19.0,7.5
Boiling Point,38.0,6.6
Almost an Angel,23.0,5.6
Black Rainbow,8.0,6.6
Cry-Baby,289.0,6.4
Bullet in the Head,52.0,7.7
Downtown,9.0,5.9
Frankenhooker,65.0,5.7
The Garden,8.0,7.1
Ghost Dad,51.0,4.5
Hard to Kill,141.0,5.6
Havana,20.0,5.5
Shipwrecked,14.0,6.1
I Hired a Contract Killer,31.0,7.0
Ju Dou,25.0,7.2
The Krays,34.0,5.6
Lionheart,179.0,5.9
Narrow Margin,30.0,5.6
Close-Up,53.0,8.0
Nuns on the Run,41.0,5.5
Patlabor: The Movie,27.0,6.6
The Reflecting Skin,41.0,6.7
Riff-Raff,22.0,6.4
State of Grace,73.0,6.5
Auntie Danielle,38.0,6.5
Time to Kill,4.0,5.8
"Welcome Home, Roxy Carmichael",27.0,6.2
35 Up,8.0,7.7
Days of Being Wild,85.0,7.3
Across the Tracks,17.0,5.5
Begotten,64.0,5.0
Life on a String,2.0,7.0
Cadence,21.0,6.4
Closet Land,11.0,6.6
Delusion,3.0,4.8
Dollman,16.0,5.5
Dutch,66.0,6.4
Guilty by Suspicion,29.0,5.9
Hearts of Darkness: A Filmmaker's Apocalypse,61.0,8.0
High Strung,10.0,5.4
Homicide,32.0,5.9
Johnny Stecchino,190.0,7.4
A Kiss Before Dying,17.0,5.6
Riki-Oh: The Story of Ricky,67.0,6.8
Light Sleeper,15.0,5.7
The Linguini Incident,2.0,8.0
Mannequin Two: On the Move,28.0,4.6
Only Yesterday,152.0,7.0
Once Around,15.0,5.8
Other People's Money,34.0,6.1
Out for Justice,113.0,5.9
Prospero's Books,27.0,6.5
Quigley Down Under,120.0,6.5
Rubin and Ed,6.0,7.0
Shout,6.0,5.0
Stinsen brinner... filmen alltså,2.0,5.8
Stone Cold,35.0,5.6
Strangers in Good Company,4.0,7.0
Surviving Desire,6.0,7.2
All the Mornings of the World,29.0,6.3
Assassin of the Tsar,6.0,6.3
Wild Hearts Can't Be Broken,25.0,7.4
Prime Suspect 2,14.0,7.2
Aileen Wuornos: The Selling of a Serial Killer,17.0,7.1
Barbarian Queen II: The Empress Strikes Back,3.0,3.2
Captain America,87.0,4.5
City Hunter,68.0,6.3
The Oak,6.0,5.9
Citizen Cohn,3.0,7.3
Crossing The Bridge,7.0,6.5
Diggstown,31.0,6.5
Innocent Blood,57.0,6.2
Johnny Suede,14.0,4.8
Porco Rosso,563.0,7.6
The Stolen Children,17.0,7.1
LadyBugs,35.0,5.3
The Mambo Kings,32.0,5.9
Night and the City,16.0,5.2
The Story of Qiu Ju,27.0,7.2
Shining Through,34.0,6.2
Sidekicks,41.0,4.9
Tito and Me,11.0,7.5
A Heart in Winter,32.0,7.5
Visions of Light,12.0,7.0
New Dragon Gate Inn,23.0,7.4
Life and Nothing More...,17.0,6.9
House of Angels,15.0,5.3
Return to Lonesome Dove,10.0,6.4
American Ninja 5,24.0,4.1
The Baby of Mâcon,21.0,7.3
Bad Boy Bubby,72.0,7.1
The Bride with White Hair,25.0,6.2
Barbarians at the Gate,12.0,6.8
Calendar,5.0,6.9
Cyborg 2,34.0,3.9
Deadly Advice,0.0,0.0
The Legend II,25.0,6.4
Fortress,171.0,5.7
The Puppetmaster,9.0,6.6
Josh and S.A.M.,4.0,5.0
Latcho Drom,10.0,6.3
Leningrad Cowboys Meet Moses,7.0,6.1
Mr. Nanny,44.0,4.8
The Night We Never Met,7.0,5.6
Philadelphia Experiment II,15.0,5.0
The Positively True Adventures of the Alleged Texas Cheerleader Murdering Mom,6.0,6.7
